Number,Number Text,Name,ROD Name,Cost,Duelist Level,Alignment,Type,Card Level,ATK,DEF,Password,Status,Kind,Image
583,583,Destiny Board,,500,500,,Trap,,,,94212438,Unlimited,spelltrap,
584,584,"Spirit Message ""I",,999,999,,Trap,,,,31893528,Unlimited,spelltrap,
585,585,"Spirit Message ""N",,999,999,,Trap,,,,67287533,Unlimited,spelltrap,
586,586,"Spirit Message ""A",,999,999,,Trap,,,,94772232,Unlimited,spelltrap,
587,587,"Spirit Message ""L",,999,999,,Trap,,,,30170981,Unlimited,spelltrap,
588,588,Living Vase,,103,103,Forest,Plant,3,900,1100,34320307,Unlimited,monster,
589,589,Tentacle Plant,,37,37,Forest,Plant,2,500,600,60715406,Unlimited,monster,
590,590,Z-Metal Tank,,183,183,Thunder,Machine,4,1500,1300,64500000,Unlimited,monster,
591,591,Morphing Jar,,47,47,Earth,Rock,2,700,600,33508719,Unlimited,monster,
592,592,Muse-A,,72,72,Light,Fairy,3,850,900,69992868,Unlimited,monster,
593,593,XY-Dragon Cannon,,150,150,Wind,Machine,6,2200,1900,02111707,Unlimited,monster,
594,594,Rose Spectre of Dunn,,86,86,Fiend,Plant,6,2000,1800,32485271,Unlimited,monster,
595,595,Fiend Reflection #1,,161,161,Dreams,Winged Beast,4,1300,1400,68870276,Unlimited,monster,
596,596,XZ-Tank Cannon,,231,231,Thunder,Machine,6,2400,2100,99724761,Unlimited,monster,
597,597,YZ-Tank Dragon,,150,150,Fire,Machine,6,2100,2200,25119460,Unlimited,monster,
598,598,Little Chimera,,37,37,Wind,Beast,2,600,550,68658728,Unlimited,monster,
599,599,Violent Rain,,195,195,Water,Aqua,4,1550,800,94042337,Unlimited,monster,
600,600,Exodia Necross,,260,260,Dark,Spellcaster,4,1800,0,12600382,Unlimited,monster,
601,601,Monster Reborn,,250,250,,Magic,,,,83764718,Unlimited,spelltrap,
602,602,Penguin Soldier,,53,53,Water,Aqua,2,750,500,93920745,Unlimited,monster,
603,603,Fairy Dragon,,121,121,Light,Dragon,4,1100,1200,20315854,Unlimited,monster,
604,604,Helpoemer,,500,500,Dreams,Fiend,5,2000,1400,76052811,Unlimited,monster,
605,605,Lava Golem,,95,95,Fire,Fiend,8,3000,2500,00102380,Unlimited,monster,
606,606,Newdoria,,121,121,Dreams,Fiend,4,1200,800,04335645,Unlimited,monster,
607,607,Dark Jeroid,,183,183,Water,Fiend,4,1200,1500,90980792,Unlimited,monster,
608,608,Shining Friendship,,140,140,Light,Fairy,4,1300,1100,82085619,Unlimited,monster,
609,609,Gravedigger Ghoul,,2,2,,Magic,,,,82542267,Unlimited,spelltrap,
610,610,Electric Lizard,,65,65,Thunder,Thunder,3,850,800,55875323,Unlimited,monster,
611,611,Hiro's Shadow Scout,,42,42,Fiend,Fiend,2,650,500,81863068,Unlimited,monster,
612,612,Lady of Faith,,103,103,Light,Spellcaster,3,1100,800,17358176,Unlimited,monster,
613,613,Twin-Headed Thunder Dragon,,58,58,Thunder,Thunder,7,2800,2100,54752875,Unlimited,monster,
614,614,Hunter Spider,,14,14,Forest,Insect,5,1600,1400,80141480,Unlimited,monster,
615,615,Armored Starfish,,161,161,Water,Aqua,4,850,1400,17535588,Unlimited,monster,
616,616,Executor - Makyura,,207,207,Dark,Warrior,4,1600,1200,21593977,Unlimited,monster,
617,617,Marine Beast,,25,25,Water,Fish,5,1700,1600,29929832,Unlimited,monster,
618,618,Warrior of Tradition,,61,61,Dark,Warrior,6,1900,1700,56413937,Unlimited,monster,
619,619,Byser Shock,,86,86,Thunder,Fiend,5,800,600,17597059,Unlimited,monster,
620,620,Snakeyashi,,121,121,Forest,Plant,4,1000,1200,29802344,Unlimited,monster,
621,621,Succubus Knight,,19,19,Dark,Warrior,5,1650,1300,55291359,Unlimited,monster,
622,622,Ill Witch,,14,14,Light,Spellcaster,5,1600,1500,81686058,Unlimited,monster,
623,623,Viser Des,,121,121,Dark,Fiend,4,500,1200,56043446,Unlimited,monster,
624,624,High Tide Gyojin,,220,220,Water,Aqua,4,1650,1300,54579801,Unlimited,monster,
625,625,Fairy of the Fountain,,207,207,Water,Aqua,4,1600,1100,81563416,Unlimited,monster,
626,626,Amazon of the Seas,,161,161,Water,Fish,4,1300,1400,17968114,Unlimited,monster,
627,627,Nekogal #2,,86,86,Forest,Beast-Warrior,6,1900,2000,43352213,Unlimited,monster,
628,628,Witch's Apprentice,,33,33,Dark,Spellcaster,2,550,500,80741828,Unlimited,monster,
629,629,Puppet Master,,0,0,Fiend,Fiend,6,0,0,41442341,Unlimited,monster,
630,630,Amazon Fighter,,183,183,Earth,Warrior,4,1500,1300,55821894,Unlimited,monster,
631,631,Maiden of the Moonlight,,183,183,Dreams,Spellcaster,4,1500,1300,79629370,Unlimited,monster,
632,632,Stone Ogre Grotto,,14,14,Earth,Rock,5,1600,1500,15023985,Unlimited,monster,
633,633,Amazon Sword Woman,,207,207,Earth,Warrior,4,1500,1600,94004268,Unlimited,monster,
634,634,Vampire Lord,,186,186,Fiend,Zombie,5,2000,1500,53839837,Unlimited,monster,
635,635,Queen's Double,,19,19,Earth,Warrior,1,350,300,05901497,Unlimited,monster,
636,636,Dark Paladin,,76,76,Dark,Warrior,8,2900,2400,98502113,Unlimited,monster,
637,637,Trent,,41,41,Forest,Plant,5,1500,1800,78780140,Unlimited,monster,
638,638,Queen of Autumn Leaves,,41,41,Forest,Plant,5,1800,1500,04179849,Unlimited,monster,
639,639,Amphibious Bugroth,,50,50,Water,Aqua,5,1850,1300,40173854,Unlimited,monster,
640,640,Different Dimension Dragon,,107,107,Dreams,Dragon,5,1200,1500,50939127,Unlimited,monster,
641,641,Amazon Archers,,70,70,,Trap,,,,67987611,Unlimited,spelltrap,
642,642,Mystical Sheep #1,,112,112,Dreams,Beast,3,1150,900,30451366,Unlimited,monster,
643,643,Yamata Dragon,,117,117,Fire,Dragon,7,2600,3100,76862289,Unlimited,monster,
644,644,"Shinato, King of a Higher Plane",,168,168,Light,Fairy,8,3300,3000,86327225,Unlimited,monster,
645,645,Dark Flare Knight,,150,150,Fire,Warrior,6,2200,800,13722870,Unlimited,monster,
646,646,Mirage Knight,,58,58,Dreams,Warrior,8,2800,2000,49217579,Unlimited,monster,
647,647,Berserk Dragon,,229,229,Fiend,Zombie,8,3500,0,85605684,Unlimited,monster,
648,648,Machine Attacker,,14,14,Fiend,Machine,5,1600,1300,38116136,Unlimited,monster,
649,649,Command Angel,,289,289,Fire,Fairy,4,1200,1900,80558357,Unlimited,monster,
650,650,Whiptail Crow,,220,220,Fiend,Fiend,4,1650,1600,91996584,Unlimited,monster,
651,651,Kunai with Chain,,100,100,,Magic,,,,37390589,Unlimited,spelltrap,
652,652,Magical Labyrinth,,2,2,,Magic,,,,64389297,Unlimited,spelltrap,
653,653,Warrior Elimination,,15,15,,Magic,,,,90873992,Unlimited,spelltrap,
654,654,Salamandra,,100,100,,Magic,,,,32268901,Unlimited,spelltrap,
655,655,Cursebreaker,,2,2,,Magic,,,,69666645,Unlimited,spelltrap,
656,656,Eternal Rest,,15,15,,Magic,,,,95051344,Unlimited,spelltrap,
657,657,Megamorph,,200,200,,Magic,,,,22046459,Unlimited,spelltrap,
658,658,Metalmorph,,2,2,,Magic,,,,68540058,Unlimited,spelltrap,
659,659,Winged Trumpeter,,100,100,,Magic,,,,94939166,Unlimited,spelltrap,
660,660,Stain Storm,,15,15,,Magic,,,,21323861,Unlimited,spelltrap,
661,661,Crush Card,,100,100,,Magic,,,,57728570,Unlimited,spelltrap,
662,662,Eradicating Aerosol,,15,15,,Magic,,,,94716515,Unlimited,spelltrap,
663,663,Breath of Light,,15,15,,Magic,,,,20101223,Unlimited,spelltrap,
664,664,Eternal Drought,,15,15,,Magic,,,,56606928,Unlimited,spelltrap,
665,665,Des Volstgalph,,150,150,Earth,Dragon,6,2200,1700,81059524,Unlimited,monster,
666,666,Toon Dark Magician Girl,,86,86,Dark,Spellcaster,6,2000,1700,90960358,Unlimited,monster,
667,667,Gilford the Lightning,,58,58,Light,Warrior,8,2800,1400,36354007,Unlimited,monster,
668,668,Bright Castle,,100,100,,Magic,,,,82878489,Unlimited,spelltrap,
669,669,Shadow Spell,,300,300,,Magic,,,,29267084,Unlimited,spelltrap,
670,670,Black Luster Ritual,,0,0,,Ritual,,,,55761792,Unlimited,spelltrap,
671,671,Mystical Beast Serket,,279,279,Earth,Fairy,6,2500,2000,89194033,Unlimited,monster,
672,672,Harpie's Feather Duster,,100,100,,Magic,,,,18144506,Unlimited,spelltrap,
673,673,Cyber Harpie,,260,260,Wind,Winged Beast,4,1800,1300,80316585,Unlimited,monster,
674,674,Lightning Conger,,53,53,Thunder,Thunder,3,350,750,27671321,Unlimited,monster,
675,675,Exarion Universe,,289,289,Dark,Beast-Warrior,4,1800,1900,63749102,Unlimited,monster,
676,676,Legendary Fiend,,41,41,Dark,Fiend,6,1500,1800,99747800,Unlimited,monster,
677,677,Gadget Soldier,,86,86,Earth,Machine,6,1800,2000,86281779,Unlimited,monster,
678,678,Melchid the Four-Face Beast,,183,183,Fiend,Fiend,4,1500,1200,86569121,Unlimited,monster,
679,679,Nuvia the Wicked,,319,319,Dark,Fiend,4,2000,800,12953226,Unlimited,monster,
680,680,Masked Beast Des Gardius,,168,168,Dark,Fiend,8,3300,2500,48948935,Unlimited,monster,
681,681,House of Adhesive Tape,,0,0,,Trap,,,,15083728,Unlimited,spelltrap,
682,682,Eatgaboon,,10,10,,Trap,,,,42578427,Unlimited,spelltrap,
683,683,Bear Trap,,20,20,,Trap,,,,78977532,Unlimited,spelltrap,
684,684,Invisible Wire,,50,50,,Trap,,,,15361130,Unlimited,spelltrap,
685,685,Acid Trap Hole,,70,70,,Trap,,,,41356845,Unlimited,spelltrap,
686,686,Widespread Ruin,,100,100,,Trap,,,,77754944,Unlimited,spelltrap,
687,687,Goblin Fan,,2,2,,Trap,,,,04149689,Unlimited,spelltrap,
688,688,Bad Reaction to Simochi,,2,2,,Trap,,,,40633297,Unlimited,spelltrap,
689,689,Reverse Trap,,2,2,,Trap,,,,77622396,Unlimited,spelltrap,
690,690,Fake Trap,,0,0,,Trap,,,,03027001,Unlimited,spelltrap,
691,691,Valkyrion the Magna Warrior,,357,357,Earth,Rock,8,3500,3850,75347539,Unlimited,monster,
692,692,Torrential Tribute,,200,200,,Trap,,,,53582587,Unlimited,spelltrap,
693,693,Beckon to Darkness,,15,15,,Magic,,,,08065530,Unlimited,spelltrap,
694,694,Infinite Dismissal,,0,0,,Trap,,,,54109233,Unlimited,spelltrap,
695,695,7 Completed,,2,2,,Magic,,,,86198326,Unlimited,spelltrap,
696,696,Dark Sage,,5,5,Dark,Spellcaster,9,2800,3200,92377303,Unlimited,monster,
697,697,F.G.D.,,169,169,Divine,Dragon,12,5000,5000,99267150,Unlimited,monster,
698,698,Master of Dragon Soldier,,169,169,Divine,Dragon,12,5000,5000,62873545,Unlimited,monster,
699,699,Messenger of Peace,,100,100,,Magic,,,,44656491,Unlimited,spelltrap,
700,700,Darkness Approaches,,10,10,,Magic,,,,80168720,Unlimited,spelltrap,
701,701,Performance of Sword,,999,999,Divine,Warrior,6,1950,1850,04849037,Unlimited,monster,
702,702,Hungry Burger,,999,999,Divine,Warrior,6,2000,1850,30243636,Unlimited,monster,
703,703,Sengenjin,,999,999,Divine,Beast-Warrior,8,2750,2500,76232340,Unlimited,monster,
704,704,Skull Guardian,,999,999,Divine,Warrior,7,2050,2500,03627449,Unlimited,monster,
705,705,Tri-Horned Dragon,,999,999,Divine,Dragon,8,2850,2350,39111158,Unlimited,monster,
706,706,Serpent Night Dragon,,999,999,Divine,Dragon,7,2350,2400,66516792,Unlimited,monster,
707,707,Skull Knight,,37,37,Dark,Spellcaster,7,2650,2250,02504891,Unlimited,monster,
708,708,Cosmo Queen,,999,999,Divine,Spellcaster,8,2900,2450,38999506,Unlimited,monster,
709,709,Chakra,,999,999,Divine,Fiend,7,2450,2000,65393205,Unlimited,monster,
710,710,Crab Turtle,,999,999,Divine,Aqua,8,2550,2500,91782219,Unlimited,monster,
711,711,Mikazukinoyaiba,,9,9,Light,Dragon,7,2200,2350,38277918,Unlimited,monster,
712,712,Meteor Dragon,,86,86,Earth,Dragon,6,1800,2000,64271667,Unlimited,monster,
713,713,Meteor B. Dragon,,229,229,Fire,Dragon,8,3500,2000,90660762,Unlimited,monster,
714,714,Firewing Pegasus,,168,168,Fire,Beast,6,2250,1800,27054370,Unlimited,monster,
715,715,Psycho-Puppet,,999,999,Divine,Fiend,7,2000,2350,63459075,Unlimited,monster,
716,716,Garma Sword,,999,999,Divine,Warrior,7,2550,2150,90844184,Unlimited,monster,
717,717,Javelin Beetle,,999,999,Divine,Insect,8,2450,2550,26932788,Unlimited,monster,
718,718,Fortress Whale,,999,999,Divine,Fish,7,2350,2150,62337487,Unlimited,monster,
719,719,Dokurorider,,999,999,Divine,Zombie,6,1900,1850,99721536,Unlimited,monster,
720,720,Mask of Shine & Dark,,999,999,Divine,Spellcaster,6,2000,1800,25110231,Unlimited,monster,
721,721,Magician of Black Chaos,,999,999,Divine,Spellcaster,8,2800,2600,30208479,Unlimited,monster,
722,722,Dark Magic Ritual,,0,0,,Ritual,,,,76792184,Unlimited,spelltrap,
723,723,Slot Machine,,6,6,Fiend,Machine,7,2000,2300,03797883,Unlimited,monster,
724,724,Space Megatron,,86,86,Fiend,Machine,5,1400,2000,39181897,Unlimited,monster,
725,725,Red Archery Girl,,183,183,Water,Aqua,4,1400,1500,65570596,Unlimited,monster,
726,726,Ryu-Ran,,30,30,Fire,Dragon,7,2200,2600,02964201,Unlimited,monster,
727,727,Manga Ryu-Ran,,30,30,Fiend,Dragon,7,2200,2600,38369349,Unlimited,monster,
728,728,Toon Mermaid,,183,183,Dark,Aqua,4,1400,1500,65458948,Unlimited,monster,
729,729,Toon Summoned Skull,,279,279,Fiend,Fiend,6,2500,1200,91842653,Unlimited,monster,
730,730,Dark-Eyes Illusionist,,10,10,Dreams,Spellcaster,2,0,0,38247752,Unlimited,monster,
731,731,Relinquished,,999,999,Divine,Spellcaster,1,0,0,64631466,Unlimited,monster,
732,732,Jigen Bakudan,,87,87,Dreams,Pyro,2,200,1000,90020065,Unlimited,monster,
733,733,Thousand-Eyes Idol,,10,10,Dreams,Spellcaster,1,0,0,27125110,Unlimited,monster,
734,734,Thousand-Eyes Restrict,,999,999,Divine,Spellcaster,1,0,0,63519819,Unlimited,monster,
735,735,Steel Ogre Grotto #2,,150,150,Earth,Machine,6,1900,2200,90908427,Unlimited,monster,
736,736,Blast Sphere,,161,161,Fire,Machine,4,1400,1400,26302522,Unlimited,monster,
737,737,Hyozanryu,,58,58,Earth,Dragon,7,2100,2800,62397231,Unlimited,monster,
738,738,Alpha The Magnet Warrior,,233,233,Earth,Rock,4,1400,1700,99785935,Unlimited,monster,
739,739,Legion the Fiend Jester,,183,183,Fiend,Spellcaster,4,1300,1500,25280974,Unlimited,monster,
740,740,Invitation to a Dark Sleep,,41,41,Dreams,Spellcaster,5,1500,1800,52675689,Unlimited,monster,
741,741,Lord of D.,,121,121,Dark,Spellcaster,4,1200,1100,17985575,Unlimited,monster,
742,742,Red-Eyes Black Metal Dragon,,58,58,Dark,Machine,8,2800,2400,64335804,Unlimited,monster,
743,743,Barrel Dragon,,30,30,Dark,Machine,7,2600,2200,81480460,Unlimited,monster,
744,744,Hannibal Necromancer,,41,41,Dark,Spellcaster,5,1400,1800,05640330,Unlimited,monster,
745,745,Panther Warrior,,319,319,Dark,Beast-Warrior,4,2000,1600,42035044,Unlimited,monster,
746,746,Three-Headed Geedo,,161,161,Fiend,Fiend,4,1200,1400,78423643,Unlimited,monster,
747,747,Gazelle the King of Mythical Beasts,,183,183,Dreams,Beast,4,1500,1200,05818798,Unlimited,monster,
748,748,Stone Statue of the Aztecs,,319,319,Earth,Rock,4,300,2000,31812496,Unlimited,monster,
749,749,Berfomet,,41,41,Fiend,Fiend,5,1400,1800,77207191,Unlimited,monster,
750,750,Chimera the Flying Mythical Beast,,116,116,Dreams,Beast,6,2100,1800,04796100,Unlimited,monster,
751,751,Gear Golem the Moving Fortress,,150,150,Earth,Machine,5,800,2200,30190809,Unlimited,monster,
752,752,Jinzo,,231,231,Thunder,Machine,6,2400,1500,77585513,Unlimited,monster,
753,753,Swordsman of Landstar,,121,121,Light,Warrior,3,500,1200,03573512,Unlimited,monster,
754,754,Cyber Raider,,161,161,Thunder,Warrior,4,1400,1000,39978267,Unlimited,monster,
755,755,The Fiend Megacyber,,150,150,Fiend,Warrior,6,2200,1200,66362965,Unlimited,monster,
756,756,Reflect Bounder,,233,233,Fiend,Spellcaster,4,1700,1000,02851070,Unlimited,monster,
757,757,Beta The Magnet Warrior,,233,233,Earth,Rock,4,1700,1600,39256679,Unlimited,monster,
758,758,Big Shield Gardna,,532,532,Earth,Warrior,4,100,2600,65240384,Unlimited,monster,
759,759,Doll of Demise,,25,25,Forest,Fiend,5,1600,1700,91635482,Unlimited,monster,
760,760,Dark Magician Girl,,86,86,Dark,Spellcaster,6,2000,1700,38033121,Unlimited,monster,
761,761,Alligator's Sword,,183,183,Wind,Beast,4,1500,1200,64428736,Unlimited,monster,
762,762,Insect Queen,,12,12,Forest,Insect,7,2200,2400,91512835,Unlimited,monster,
763,763,Parasite Paracide,,29,29,Forest,Insect,2,500,300,27911549,Unlimited,monster,
764,764,Skull-Mark Lady Bug,,183,183,Fiend,Insect,3,500,1500,64306248,Unlimited,monster,
765,765,Tiny Guardian,,41,41,Light,Warrior,5,1400,1800,90790253,Unlimited,monster,
766,766,Pinch Hopper,,121,121,Forest,Insect,4,1000,1200,26185991,Unlimited,monster,
767,767,Blue-Eyes Toon Dragon,,95,95,Light,Dragon,8,3000,2500,53183600,Unlimited,monster,
768,768,The Unhappy Maiden,,10,10,Light,Spellcaster,1,0,100,51275027,Unlimited,monster,
769,769,Wall of Illusion,,274,274,Dreams,Fiend,4,1000,1850,13945283,Unlimited,monster,
770,770,Neo the Magic Swordsman,,233,233,Earth,Spellcaster,4,1700,1000,50930991,Unlimited,monster,
771,771,Man-Eating Treasure Chest,,207,207,Dreams,Fiend,4,1600,1000,13723605,Unlimited,monster,
772,772,Chiron the Mage,,260,260,Earth,Beast,4,1800,1000,16956455,Unlimited,monster,
773,773,Sword Hunter,,16,16,Earth,Warrior,7,2450,1700,51345461,Unlimited,monster,
774,774,Drill Bug,,103,103,Earth,Insect,2,1100,200,88733579,Unlimited,monster,
775,775,Deepsea Warrior,,41,41,Water,Warrior,5,1600,1800,24128274,Unlimited,monster,
776,776,Bite Shoes,,29,29,Fiend,Fiend,2,500,300,50122883,Unlimited,monster,
777,777,Spikebot,,41,41,Dark,Machine,5,1800,1700,87511987,Unlimited,monster,
778,778,Beast of Gilfer,,279,279,Dark,Fiend,6,2200,2500,50287060,Unlimited,monster,
779,779,The Portrait's Secret,,183,183,Earth,Fiend,4,1200,1500,32541773,Unlimited,monster,
780,780,The Gross Ghost of Fled Dreams,,260,260,Dark,Fiend,4,1300,1800,68049471,Unlimited,monster,
781,781,Brain Control,,250,250,,Magic,,,,87910978,Unlimited,spelltrap,
782,782,Anti Raigeki,,150,150,,Trap,,,,42364257,Unlimited,spelltrap,
783,783,Black Illusion Ritual,,0,0,,Ritual,,,,41426869,Unlimited,spelltrap,
784,784,Change of Heart,,500,500,,Magic,,,,04031928,Unlimited,spelltrap,
785,785,Multiply,,100,100,,Magic,,,,40703222,Unlimited,spelltrap,
786,786,Exile of the Wicked,,15,15,,Magic,,,,26725158,Unlimited,spelltrap,
787,787,Last Day of Witch,,15,15,,Magic,,,,90330453,Unlimited,spelltrap,
788,788,Restructer Revolution,,100,100,,Magic,,,,99518961,Unlimited,spelltrap,
789,789,Pot of Greed,,150,150,,Magic,,,,55144522,Unlimited,spelltrap,
790,790,The Inexperienced Spy,,0,0,,Magic,,,,81820689,Unlimited,spelltrap,
791,791,Gate Sword,,73,73,Fiend,Warrior,6,1800,1950,46211326,Unlimited,monster,
792,792,Steel Fan Fighter,,150,150,Wind,Warrior,6,2200,1850,13616074,Unlimited,monster,
793,793,Leopard Girl,,73,73,Forest,Beast-Warrior,6,1950,1700,49000779,Unlimited,monster,
794,794,The Last Warrior from Another Planet,,9,9,Fiend,Warrior,7,2350,2300,86099788,Unlimited,monster,
795,795,Dunames Dark Witch,,260,260,Light,Fairy,4,1800,1050,12493482,Unlimited,monster,
796,796,Garnecia Elefantis,,12,12,Earth,Beast-Warrior,7,2400,2000,49888191,Unlimited,monster,
797,797,Total Defense Shogun,,279,279,Dark,Warrior,6,1550,2500,75372290,Unlimited,monster,
798,798,Beast of Talwar,,12,12,Fiend,Fiend,7,2400,2150,11761845,Unlimited,monster,
799,799,Cyber-Tech Alligator,,279,279,Wind,Machine,5,2500,1600,48766543,Unlimited,monster,
800,800,Talons of Shurilane,,116,116,Dreams,Fiend,6,2100,2050,74150658,Unlimited,monster,
